gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,acceptances,waitlists,rejections,note,acceptances_clean,waitlists_clean,rejections_clean,num_acceptances,num_waitlists,num_rejections
M,ASIAN,NY,Low,PUBLIC,FIRST-GEN,CS,1430,6,8.1,['*UMICH'],"['*NORTHWESTERN', '*UCSD', '*UCD']","['*UCLA', '*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*MIT', '*GEORGIA TECH', '*CMU', '*VANDERBILT', '*EMORY', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS', '*UCHICAGO']",NA,UMICH,"NORTHWESTERN, UCSD, UCD","UCLA, YALE, COLUMBIA, CORNELL, BERKELEY, PRINCETON, MIT, GEORGIA TECH, CMU, VANDERBILT, EMORY, BOSTON UNIVERSITY, NORTHEASTERN, TUFTS, UCHICAGO",1,3,15
M,WHITE,CO,Low,NA,NONE,CS,1540,6.5,6.5,[],[],"['*HARVARD', '*YALE', '*COLUMBIA', '*DUKE', '*PRINCETON', '*RICE', '*UPENN']",NA,,,"HARVARD, YALE, COLUMBIA, DUKE, PRINCETON, RICE, UPENN",0,0,7
F,ASIAN,CA,Low,NA,NONE,CS,1530,6.5,3.75,"['*UCLA', '*UCSD', '*UIUC']","['*GEORGIA TECH', '*CMU', '*UCD', '*UCI']","['*MIT', '*CALTECH', '*NYU']",NA,"UCLA, UCSD, UIUC","GEORGIA TECH, CMU, UCD, UCI","MIT, CALTECH, NYU",3,4,3
M,ASIAN,IN,Low,PRIVATE,NONE,NA,1550,7.5,8.3,"['*UMICH', '*BOSTON COLLEGE', '*FORDHAM']","['*UPENN', '*WASHU']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*VANDERBILT']",NA,"UMICH, BOSTON COLLEGE, FORDHAM","UPENN, WASHU","HARVARD, YALE, BROWN, NORTHWESTERN, VANDERBILT",3,2,5
M,WHITE,CA,Low,PUBLIC,LEGACY,ENG,1550,7.5,6.8,"['*UCLA', '*BERKELEY', '*UCSD', '*NORTHEASTERN']","['*HARVARD', '*CORNELL', '*UMICH', '*UCSB', '*UCI']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*UPENN']",NA,"UCLA, BERKELEY, UCSD, NORTHEASTERN","HARVARD, CORNELL, UMICH, UCSB, UCI","STANFORD, COLUMBIA, PRINCETON, JOHNS HOPKINS, DARTMOUTH, UPENN",4,5,6
F,WHITE,CA,High,PUBLIC,NONE,ENG,1560,6.5,2.5,['*ARIZONA STATE'],"['*CORNELL', '*UCI']","['*BERKELEY', '*MIT', '*CALTECH']",NA,ARIZONA STATE,"CORNELL, UCI","BERKELEY, MIT, CALTECH",1,2,3
F,WHITE,NA,High,PUBLIC,LEGACY,POLISCI,1540,6.5,6.5,"['*SWARTHMORE', '*UNC CHAPEL HILL']",['*HARVARD'],"['*BROWN', '*PRINCETON', '*SWARTHMORE', '*UPENN']",NA,"SWARTHMORE, UNC CHAPEL HILL",HARVARD,"BROWN, PRINCETON, SWARTHMORE, UPENN",2,1,4
F,ASIAN,IN,Low,PRIVATE,LEGACY,POLISCI,1480,6.5,1.5,"['*UCSD', '*UCD']","['*UCLA', '*UMICH', '*BOSTON UNIVERSITY', '*UCI']","['*YALE', '*CORNELL', '*BERKELEY', '*NYU', '*USC', '*UCSB']",NA,"UCSD, UCD","UCLA, UMICH, BOSTON UNIVERSITY, UCI","YALE, CORNELL, BERKELEY, NYU, USC, UCSB",2,4,6
M,WHITE,NA,Low,PUBLIC,NONE,HUMANITIES,1540,5.5,6.1,"['*RICE', '*UIUC', '*BOSTON COLLEGE', '*ARIZONA STATE']",['*EMORY'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*RICE']",NA,"RICE, UIUC, BOSTON COLLEGE, ARIZONA STATE",EMORY,"HARVARD, YALE, BROWN, STANFORD, NORTHWESTERN, COLUMBIA, DUKE, PRINCETON, RICE",4,1,9
F,ASIAN,IL,Low,PUBLIC,NONE,BIO,1440,5.5,6.5,"['*CORNELL', '*PURDUE', '*UMICH', '*USC', '*UIUC']",['*EMORY'],"['*NYU', '*WASHU', '*NORTHEASTERN']",NA,"CORNELL, PURDUE, UMICH, USC, UIUC",EMORY,"NYU, WASHU, NORTHEASTERN",5,1,3
F,ASIAN,NY,Low,PUBLIC,FIRST-GEN,HEALTH SCIENCES,1520,6,4.5,['*UMICH'],['*BOSTON COLLEGE'],"['*CORNELL', '*JOHNS HOPKINS', '*EMORY', '*CASE WESTERN', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE', '*TUFTS']",NA,UMICH,BOSTON COLLEGE,"CORNELL, JOHNS HOPKINS, EMORY, CASE WESTERN, BOSTON UNIVERSITY, NORTHEASTERN, COLGATE, TUFTS",1,1,8
F,ASIAN,CO,Low,PUBLIC,NONE,NA,1550,6.5,4.5,"['*UCLA', '*CORNELL', '*NYU', '*UPENN', '*UIUC']","['*JOHNS HOPKINS', '*RICE', '*UMICH', '*UCHICAGO']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON']",NA,"UCLA, CORNELL, NYU, UPENN, UIUC","JOHNS HOPKINS, RICE, UMICH, UCHICAGO","HARVARD, YALE, STANFORD, NORTHWESTERN, COLUMBIA, BERKELEY, DUKE, PRINCETON",5,4,8
F,HISPANIC,FL,Low,PUBLIC,URM,CS,1540,5.5,8.7,"['*GEORGIA TECH', '*JOHNS HOPKINS']","['*COLUMBIA', '*CORNELL', '*DUKE']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*PRINCETON', '*CALTECH', '*GEORGIA TECH', '*DARTMOUTH', '*CMU']",NA,"GEORGIA TECH, JOHNS HOPKINS","COLUMBIA, CORNELL, DUKE","HARVARD, YALE, BROWN, STANFORD, PRINCETON, CALTECH, GEORGIA TECH, DARTMOUTH, CMU",2,3,9
M,HISPANIC,TN,High,PUBLIC,NONE,PREMED,1480,6.5,6.8,"['*BERKELEY', '*CMU', '*UMICH', '*EMORY', '*CASE WESTERN', '*WASHU']","['*UCLA', '*CORNELL', '*DUKE', '*WILLIAMS', '*VANDERBILT', '*UVA']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*JOHNS HOPKINS', '*SWARTHMORE', '*RICE', '*UPENN']",NA,"BERKELEY, CMU, UMICH, EMORY, CASE WESTERN, WASHU","UCLA, CORNELL, DUKE, WILLIAMS, VANDERBILT, UVA","YALE, BROWN, STANFORD, NORTHWESTERN, JOHNS HOPKINS, SWARTHMORE, RICE, UPENN",6,6,8
M,BLACK,NA,Middle,NA,URM,CS,1510,7.5,2.5,"['*YALE', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*CALTECH', '*SWARTHMORE', '*RICE', '*POMONA', '*WILLIAMS', '*NYU', '*UPENN', '*EMORY', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*UCHICAGO', '*CLAREMONT MCKENNA']",['*HARVARD'],['*STANFORD'],NA,"YALE, COLUMBIA, CORNELL, PRINCETON, CALTECH, SWARTHMORE, RICE, POMONA, WILLIAMS, NYU, UPENN, EMORY, BOSTON UNIVERSITY, BOSTON COLLEGE, UCHICAGO, CLAREMONT MCKENNA",HARVARD,STANFORD,16,1,1
F,WHITE,OR,Low,PUBLIC,NONE,ENG,1450,6.5,4.5,['*UPENN'],['*TUFTS'],"['*HARVARD', '*UPENN', '*TUFTS']",NA,UPENN,TUFTS,"HARVARD, UPENN, TUFTS",1,1,3
M,BLACK,CA,Low,PUBLIC,URM,CS,1490,8.5,4.5,"['*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN', '*UMICH']","['*HARVARD', '*YALE', '*CMU', '*UCHICAGO']","['*STANFORD', '*MIT', '*UNC CHAPEL HILL']",NA,"BROWN, COLUMBIA, CORNELL, DUKE, PRINCETON, GEORGIA TECH, DARTMOUTH, RICE, VANDERBILT, UPENN, UMICH","HARVARD, YALE, CMU, UCHICAGO","STANFORD, MIT, UNC CHAPEL HILL",11,4,3
F,HISPANIC,GA,Low,SMALL,FIRST-GEN,NEUROSCIENCE,1330,6.5,4.2,"['*NYU', '*EMORY', '*FORDHAM']","['*COLUMBIA', '*DUKE', '*COLGATE']","['*HARVARD', '*YALE', '*NORTHEASTERN']",NA,"NYU, EMORY, FORDHAM","COLUMBIA, DUKE, COLGATE","HARVARD, YALE, NORTHEASTERN",3,3,3
F,ASIAN,IL,High,PUBLIC,NONE,ENG,1560,6.5,3.5,"['*PURDUE', '*UIUC']","['*CORNELL', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']","['*UCLA', '*NORTHWESTERN', '*BERKELEY', '*MIT', '*UPENN', '*UIUC']",NA,"PURDUE, UIUC","CORNELL, JOHNS HOPKINS, CMU, NORTHEASTERN","UCLA, NORTHWESTERN, BERKELEY, MIT, UPENN, UIUC",2,4,6
M,ASIAN,MA,High,PRIVATE,NONE,ENG,1540,3.5,4.5,"['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*BROWN', '*CORNELL', '*UMICH']","['*YALE', '*MIT', '*CMU']",NA,"BOSTON UNIVERSITY, BOSTON COLLEGE, NORTHEASTERN, TUFTS","HARVARD, BROWN, CORNELL, UMICH","YALE, MIT, CMU",4,4,3
F,ASIAN,CO,Low,PUBLIC,NONE,BIO,1530,6.5,4.5,"['*COLUMBIA', '*USC']",['*RICE'],"['*YALE', '*CORNELL']",NA,"COLUMBIA, USC",RICE,"YALE, CORNELL",2,1,2
F,ASIAN,MI,Low,PUBLIC,NONE,CS,1550,6.5,7.3,['*UT-DALLAS'],"['*NYU', '*WASHU', '*UVA']","['*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*SWARTHMORE', '*CMU', '*TUFTS']",NA,UT-DALLAS,"NYU, WASHU, UVA","YALE, BROWN, COLUMBIA, PRINCETON, SWARTHMORE, CMU, TUFTS",1,3,7
F,ASIAN,IN,Low,PUBLIC,NONE,ENG,1540,6.5,6.5,"['*PURDUE', '*UIUC', '*RUTGERS', '*UNC CHAPEL HILL']",['*VANDERBILT'],"['*BROWN', '*NORTHWESTERN', '*BOSTON UNIVERSITY', '*WASHU']",NA,"PURDUE, UIUC, RUTGERS, UNC CHAPEL HILL",VANDERBILT,"BROWN, NORTHWESTERN, BOSTON UNIVERSITY, WASHU",4,1,4
M,ASIAN,CA,Low,NA,LEGACY,ENG,1590,5.5,1.5,"['*UCSD', '*POMONA', '*UCD', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*UVA', '*UCM']","['*CORNELL', '*PURDUE', '*UMICH', '*UCI']","['*UCLA', '*COLUMBIA', '*GEORGIA TECH', '*UPENN']",NA,"UCSD, POMONA, UCD, UIUC, UT-AUSTIN, VIRGINIA TECH, UVA, UCM","CORNELL, PURDUE, UMICH, UCI","UCLA, COLUMBIA, GEORGIA TECH, UPENN",8,4,4
M,WHITE,CO,NA,PUBLIC,NONE,CHEMISTRY,1540,7.5,7.5,"['*VANDERBILT', '*UVA']",[],"['*DUKE', '*DARTMOUTH', '*EMORY']",NA,"VANDERBILT, UVA",,"DUKE, DARTMOUTH, EMORY",2,0,3
F,WHITE,NY,Low,PRIVATE,LEGACY,ENG,1530,3,7.5,"['*CORNELL', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY']","['*BROWN', '*WILLIAMS']","['*YALE', '*POMONA', '*CASE WESTERN', '*NORTHEASTERN', '*COLGATE']",NA,"CORNELL, UPENN, UMICH, BOSTON UNIVERSITY","BROWN, WILLIAMS","YALE, POMONA, CASE WESTERN, NORTHEASTERN, COLGATE",4,2,5
F,ASIAN,USA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1480,3,4.5,"['*CORNELL', '*USC']","['*COLUMBIA', '*UPENN', '*BOSTON UNIVERSITY']","['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*RICE', '*UPENN', '*WASHU']",NA,"CORNELL, USC","COLUMBIA, UPENN, BOSTON UNIVERSITY","YALE, BROWN, COLUMBIA, CORNELL, DUKE, RICE, UPENN, WASHU",2,3,8
