Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
NB,ASIAN,NY,Low,-1,NONE,HISTORY,1580,6,2.3,['*UW MADISON'],[],"['*UMICH', '*UCHICAGO']",
M,ASIAN,GA,Low,PUBLIC,NONE,CS,1520,7.5,2,"['*PURDUE', '*UMICH']",[],"['*HARVARD', '*STANFORD', '*CMU', '*UMICH']",
M,ASIAN,TX,Low,PUBLIC,NONE,CS,1510,5,4.5,"['*PURDUE', '*NORTHEASTERN', '*ARIZONA STATE', '*TAMU']",[],"['*GEORGIA TECH', '*CMU', '*EMORY', '*UIUC', '*UT-AUSTIN', '*TUFTS', '*TAMU']",
OTHER,WHITE,IN,High,PUBLIC,NONE,BUSINESS,1520,7.5,9.2,[],"['*UMICH', '*UCHICAGO']","['*PRINCETON', '*UPENN', '*UT-AUSTIN']",
F,ASIAN,CA,High,PUBLIC,URM,-1,1580,8.5,9.5,"['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*DARTMOUTH', '*UPENN']",[],[],
M,WHITE,IN,Low,-1,NONE,CS,1470,2.5,5.7,"['*PURDUE', '*UIUC', '*NORTHEASTERN']",[],"['*NORTHWESTERN', '*UVA']",
F,BLACK,IL,High,PUBLIC,URM,CS,1520,6.5,4.5,"['*GEORGIA TECH', '*UMICH', '*UIUC', '*VIRGINIA TECH', '*UVA']",[],[],
F,ASIAN,VA,Low,PUBLIC,NONE,CS,1460,2.5,6.5,"['*NORTHEASTERN', '*UVA']",[],[],
M,ASIAN,CA,High,PUBLIC,NONE,CS,1540,6.5,7.8,"['*PURDUE', '*UMICH', '*UIUC', '*NORTHEASTERN']",[],"['*UCLA', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*CMU', '*VANDERBILT', '*UPENN', '*UCI']",
M,ASIAN,MI,Middle,PUBLIC,NONE,CS,1550,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC']",['*CALTECH'],['*CMU'],
F,WHITE,CA,High,PUBLIC,NONE,ENG,1520,4.5,4.5,[],[],[],
M,ASIAN,TX,Low,-1,NONE,CS,1330,6,2.5,"['*PURDUE', '*UMICH', '*UT-AUSTIN', '*UT-DALLAS']",[],"['*UIUC', '*TAMU']",
M,BLACK,NC,High,-1,URM,CS,1570,6.5,6.8,"['*STANFORD', '*PURDUE', '*UNC CHAPEL HILL']",[],"['*STANFORD', '*MIT', '*GEORGIA TECH', '*UT-AUSTIN']",
F,ASIAN,UT,Middle,PUBLIC,NONE,BUSINESS,1590,7.5,7.8,"['*YALE', '*UVA']",[],[],
F,ASIAN,CA,High,-1,NONE,PREMED,1540,2.5,7.5,['*JOHNS HOPKINS'],[],[],
F,ASIAN,UT,Middle,PUBLIC,NONE,CS,1560,7,4.5,"['*PURDUE', '*UMICH', '*USC', '*UIUC', '*NORTHEASTERN']",[],"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*RICE', '*VANDERBILT', '*WASHU', '*TUFTS', '*UCHICAGO']",
M,BLACK,AZ,Middle,PUBLIC,URM,CS,1510,1,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*USC', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*CORNELL'],
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,ENG,1540,7.5,7.5,"['*PURDUE', '*UMICH', '*USC', '*NORTHEASTERN', '*UW MADISON']",[],"['*CORNELL', '*UIUC', '*WASHU', '*UNC CHAPEL HILL', '*UVA']",
F,ASIAN,GA,Low,PUBLIC,NONE,-1,1570,7.5,4.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH']",[],"['*BERKELEY', '*MIT', '*UIUC']",
F,ASIAN,WA,-1,PUBLIC,NONE,BUSINESS,1420,7.5,6.5,"['*CORNELL', '*MIT', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN']",['*UNC CHAPEL HILL'],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*NYU', '*UMICH', '*UCD', '*TULANE', '*UVA']",
M,HISPANIC,CA,Low,-1,NONE,ENG,1310,6,0,[],[],['*UT-AUSTIN'],
F,ASIAN,CA,High,PRIVATE,NONE,-1,1370,8.5,6.8,"['*UCLA', '*USC', '*UCD', '*UCSC']",[],['*UCI'],
M,ASIAN,VA,Low,-1,NONE,ENVIRONMENTAL STUDIES,1100,2,1.5,['*UVA'],[],[],
M,ASIAN,IN,Low,-1,FIRST-GEN,CS,1530,8.5,6.5,"['*PURDUE', '*USC', '*UIUC', '*UNC CHAPEL HILL', '*UVA']",[],"['*CORNELL', '*GEORGIA TECH']",
M,ASIAN,FL,Low,PRIVATE,NONE,CS,1590,9.5,6.5,['*HARVARD'],[],"['*STANFORD', '*BERKELEY', '*DUKE', '*MIT', '*VANDERBILT', '*UT-AUSTIN']",
M,WHITE,OR,High,PUBLIC,NONE,CS,1520,8.5,8.5,['*UPENN'],[],"['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*UPENN', '*UMICH', '*VIRGINIA TECH', '*UVA']",
F,ASIAN,MI,Low,PUBLIC,LEGACY,ARTS,1420,1,6.8,"['*UMICH', '*FORDHAM']",[],[],
M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,8.5,7.5,"['*PURDUE', '*UIUC', '*UCHICAGO']",[],"['*NORTHWESTERN', '*CORNELL', '*CALTECH', '*RICE', '*NYU', '*WASHU']",
F,ASIAN,CA,High,PUBLIC,LEGACY,ENG,1560,5,6.5,"['*POMONA', '*CASE WESTERN', '*USC', '*San Jose State University', '*NORTHEASTERN', '*ARIZONA STATE']",[],"['*UCSD', '*GEORGIA TECH', '*UIUC', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*UW MADISON', '*TUFTS', '*UNC CHAPEL HILL']",
M,ASIAN,MI,High,PRIVATE,NONE,BIO,1530,6.5,4,"['*NYU', '*TULANE']",[],[],
M,BLACK,CA,Low,PUBLIC,NONE,CS,1370,1,2.5,"['*ARIZONA STATE', '*TAMU']",[],"['*GEORGIA TECH', '*UT-AUSTIN']",
M,ASIAN,INTERNATIONAL,Low,PRIVATE,NONE,CS,1450,2,0,"['*PURDUE', '*UPENN', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']","['*NYU', '*UW MADISON']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*CORNELL']",
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1530,3.5,6.5,"['*JOHNS HOPKINS', '*UIUC']",[],"['*BROWN', '*USC', '*NORTHEASTERN']",
F,ASIAN,IN,Low,PUBLIC,NONE,-1,1540,5.5,1,"['*PURDUE', '*UPENN', '*UW MADISON', '*TAMU']",[],['*UT-AUSTIN'],
F,ASIAN,CA,Middle,PUBLIC,FIRST-GEN,CS,1530,6.5,2.5,"['*BERKELEY', '*MIT', '*San Jose State University']",[],"['*STANFORD', '*CALTECH', '*CMU', '*UPENN', '*UMICH', '*USC', '*UCD', '*UCSC']",
M,ASIAN,FL,Low,-1,NONE,ENG,1590,7.5,7.5,[],['*MIT'],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*CMU', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN']",
M,ASIAN,MO,Low,-1,LEGACY,ENG,1580,6.5,7.6,"['*COLUMBIA', '*UMICH', '*UIUC', '*UT-AUSTIN']",[],[],
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1360,2,7.5,[],[],"['*HARVARD', '*VANDERBILT', '*UPENN']",
M,ASIAN,-1,Middle,-1,NONE,ENG,1420,6,8.6,"['*YALE', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN', '*UVA']",[],['*UNC CHAPEL HILL'],
M,BLACK,GA,High,PRIVATE,URM,SOCIAL SCIENCES,1380,2,3.5,[],['*USC'],"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UPENN', '*EMORY', '*WASHU', '*FORDHAM', '*UNC CHAPEL HILL']",
M,WHITE,FL,Low,-1,NONE,HISTORY,1340,2,2.5,[],[],[],
F,WHITE,FL,Low,-1,LEGACY,BIO,1320,6,6.5,[],[],[],
M,WHITE,FL,Low,-1,FIRST-GEN,ENG,1550,8.5,1,"['*BOSTON COLLEGE', '*UVA']",['*NORTHEASTERN'],"['*EMORY', '*WASHU', '*UVA']",
F,ASIAN,WA,Low,PRIVATE,NONE,ENG,1210,5,2.5,"['*PURDUE', '*TULANE']",[],['*PURDUE'],
M,WHITE,-1,High,PUBLIC,NONE,ENG,1520,6.5,8.5,"['*UMICH', '*UVA']",[],"['*NORTHWESTERN', '*CORNELL', '*UVA']",
F,BLACK,NY,Low,PUBLIC,NONE,-1,1070,1,2.5,[],[],"['*MIT', '*NYU']",
M,BLACK,MI,Low,LARGE,NONE,ENG,1250,3.5,4.5,"['*PURDUE', '*ARIZONA STATE']",[],[],
M,WHITE,MI,High,PUBLIC,NONE,ENG,1510,5.5,6.8,"['*PURDUE', '*UCHICAGO']",[],"['*YALE', '*DUKE', '*DARTMOUTH', '*WILLIAMS', '*WASHU']",
F,BLACK,MI,High,-1,FIRST-GEN,ENG,1100,5.5,2.5,['*UPENN'],[],[],
M,BLACK,IA,High,PRIVATE,URM,CS,1550,1,6.5,"['*VIRGINIA TECH', '*UVA', '*UCI', '*UCM']","['*HARVARD', '*GEORGIA TECH', '*UMICH', '*UIUC']","['*UCLA', '*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY', '*UT-AUSTIN']",
F,ASIAN,GA,High,PUBLIC,NONE,CS,1550,6.5,6.3,['*UCR'],"['*UCSD', '*UCSC', '*UCI']","['*UCLA', '*STANFORD', '*BERKELEY', '*MIT', '*JOHNS HOPKINS', '*CMU', '*UCSB', '*UCD', '*TUFTS']",
F,ASIAN,-1,Low,PUBLIC,NONE,CS,1540,7.5,2.5,"['*NORTHWESTERN', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*UMICH', '*UIUC']",[],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*SWARTHMORE', '*CMU', '*WILLIAMS']",
M,ASIAN,GA,Low,PRIVATE,NONE,PREMED,1470,7.5,4.7,['*PURDUE'],[],"['*DUKE', '*PRINCETON', '*DARTMOUTH', '*EMORY', '*UVA']",
M,ASIAN,IN,High,PRIVATE,NONE,BUSINESS,1560,5,8,"['*UCLA', '*UMICH', '*NORTHEASTERN', '*UCI']",['*CORNELL'],"['*YALE', '*CORNELL', '*UPENN', '*TUFTS', '*UCHICAGO', '*UVA']",
M,ASIAN,IL,Low,PUBLIC,NONE,CS,1530,7.5,4.5,"['*NORTHWESTERN', '*TAMU']",[],[],
M,HISPANIC,CA,Low,PUBLIC,NONE,ENG,1370,5,2.5,"['*UCLA', '*PURDUE', '*POMONA', '*USC', '*UCSB']",['*PURDUE'],"['*YALE', '*TULANE']",
M,ASIAN,CA,-1,PUBLIC,NONE,ENG,1580,2.5,3,"['*UCSD', '*MIT', '*PURDUE', '*UCSB', '*UCD', '*UCSC', '*TAMU']","['*UCLA', '*UMICH', '*UW MADISON']","['*MIT', '*GEORGIA TECH', '*UIUC']",
F,ASIAN,IL,-1,INTERNATIONAL,NONE,CS,1460,5,2.5,"['*UCD', '*FORDHAM', '*NORTHEASTERN', '*UVA']",['*UCSD'],"['*NORTHWESTERN', '*BERKELEY', '*BOSTON UNIVERSITY', '*CLAREMONT MCKENNA']",
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1530,6.5,8.2,"['*UCLA', '*BERKELEY', '*MIT', '*UCD', '*UCSC', '*San Jose State University']",['*JOHNS HOPKINS'],"['*STANFORD', '*MIT', '*CALTECH', '*CMU', '*POMONA', '*UPENN', '*UMICH', '*USC', '*UCI']",
M,WHITE,MA,High,PUBLIC,NONE,CS,1210,6,6.5,['*DARTMOUTH'],['*COLUMBIA'],"['*PURDUE', '*NORTHEASTERN']",
M,ASIAN,PA,High,PUBLIC,NONE,PSYCH,1320,5,3.5,['*UPENN'],[],[],
NB,BLACK,OR,Low,PRIVATE,LEGACY,POLISCI,1530,6.5,4.5,['*HARVARD'],"['*STANFORD', '*PRINCETON']",['*YALE'],
M,WHITE,UT,High,PUBLIC,NONE,PREMED,1340,4,4.2,"['*UT-AUSTIN', '*FORDHAM']",[],[],
F,ASIAN,MA,Low,-1,NONE,ENG,1440,2,6.5,['*UPENN'],[],[],
M,ASIAN,-1,High,PUBLIC,NONE,PSYCH,1480,3.5,2.5,"['*EMORY', '*CASE WESTERN', '*RUTGERS', '*VIRGINIA TECH', '*UVA']",[],['*EMORY'],
M,WHITE,CA,-1,PUBLIC,FIRST-GEN,CS,1560,6,4.2,[],"['*CMU', '*UCD', '*TULANE', '*UCI']","['*UCLA', '*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*MIT', '*GEORGIA TECH', '*UMICH']",
F,ASIAN,TX,Low,PUBLIC,NONE,MEDIA STUDIES,1460,6.5,4.5,"['*UT-AUSTIN', '*UT-DALLAS', '*TAMU']",['*NORTHEASTERN'],[],
M,WHITE,TX,-1,PUBLIC,NONE,CS,1580,7.5,7.5,['*TAMU'],['*CMU'],['*MIT'],
M,WHITE,TX,-1,PUBLIC,NONE,CS,1580,7.5,7.5,['*TAMU'],['*CMU'],['*MIT'],
M,WHITE,OR,Low,PUBLIC,NONE,MATH,1510,7.5,6.5,"['*UCD', '*UIUC', '*ARIZONA STATE', '*UCI']",['*TULANE'],"['*UCLA', '*BROWN', '*STANFORD', '*PRINCETON', '*MIT', '*USC']",
F,ASIAN,CA,High,PUBLIC,LGBT,ENG,1560,5,6.5,"['*POMONA', '*UCR', '*San Jose State University', '*NORTHEASTERN', '*ARIZONA STATE']",[],"['*UCLA', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*UCSB', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*TUFTS', '*UNC CHAPEL HILL', '*UCI']",
M,ASIAN,IA,Low,PRIVATE,NONE,CS,1530,8.5,8.1,"['*USC', '*FORDHAM']",['*UCSD'],"['*UCLA', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*MIT', '*DARTMOUTH', '*UMICH', '*USC', '*UCSB']",
F,ASIAN,AL,Low,-1,NONE,CS,1530,6.5,4.5,['*FORDHAM'],['*NORTHEASTERN'],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*JOHNS HOPKINS', '*DARTMOUTH', '*CMU', '*NYU', '*TUFTS']",
NB,ASIAN,MO,Low,-1,NONE,CS,1590,6.5,1,"['*PURDUE', '*UPENN', '*UCR', '*UIUC', '*UT-AUSTIN', '*TAMU', '*UCI']",['*UCSD'],"['*UCLA', '*GEORGIA TECH', '*UVA']",
F,ASIAN,-1,Low,PUBLIC,NONE,CS,1540,7.5,4.5,"['*CMU', '*WILLIAMS']",['*SWARTHMORE'],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON']",
F,ASIAN,-1,Low,PUBLIC,NONE,CS,1540,7.5,4.5,"['*CMU', '*WILLIAMS']",['*SWARTHMORE'],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON']",
M,ASIAN,-1,Low,PUBLIC,NONE,BIO,1580,6.5,4.5,[],"['*NORTHWESTERN', '*SWARTHMORE', '*RICE']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*WILLIAMS', '*UPENN', '*UMICH', '*WASHU', '*UCHICAGO']",
F,BLACK,OR,Low,PUBLIC,URM,HISTORY,1510,2.5,4.5,['*RUTGERS'],[],['*PRINCETON'],
F,ASIAN,-1,Low,PRIVATE,NONE,ENVIRONMENTAL STUDIES,1340,8.5,2.5,[],['*WILLIAMS'],"['*YALE', '*STANFORD', '*SWARTHMORE', '*DARTMOUTH', '*POMONA', '*VANDERBILT']",
M,ASIAN,TX,Low,-1,NONE,ENG,1470,5,4.5,"['*PURDUE', '*UCD', '*UT-DALLAS', '*TAMU', '*UCI']","['*UIUC', '*NORTHEASTERN']","['*UCLA', '*BERKELEY', '*PURDUE', '*UT-AUSTIN', '*UCI']",
M,ASIAN,NY,Low,PUBLIC,NONE,ENG,1410,1,8.5,['*FORDHAM'],[],['*NORTHEASTERN'],
F,ASIAN,CA,Low,PRIVATE,NONE,PREMED,1590,6.5,4.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*POMONA', '*CASE WESTERN', '*USC', '*UCD', '*UNC CHAPEL HILL', '*UCI']",
M,ASIAN,IL,-1,PUBLIC,LEGACY,CS,1460,2,3.5,"['*PURDUE', '*USC', '*UIUC']","['*UCSB', '*UCD', '*UCI']","['*UCLA', '*CORNELL', '*BERKELEY', '*GEORGIA TECH']",
OTHER,WHITE,-1,Low,PRIVATE,NONE,POLISCI,1310,6.5,6.5,['*FORDHAM'],['*BOSTON COLLEGE'],"['*BROWN', '*CORNELL', '*DUKE', '*PRINCETON', '*NYU', '*UVA']",
M,WHITE,-1,Low,PUBLIC,NONE,HUMANITIES,1540,5,2.5,['*FORDHAM'],[],"['*HARVARD', '*NYU', '*USC', '*UCHICAGO']",
M,WHITE,AZ,Low,-1,NONE,MATH,1520,3.5,9.5,['*BOSTON COLLEGE'],[],"['*YALE', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*UMICH', '*UNC CHAPEL HILL']",
F,BLACK,-1,Low,PUBLIC,NONE,ENG,1360,6.5,2.5,"['*CMU', '*PURDUE', '*UMICH', '*WASHU', '*ARIZONA STATE', '*UCI']","['*COLUMBIA', '*DUKE', '*UPENN', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*BROWN', '*BERKELEY', '*MIT', '*USC']",
F,ASIAN,MI,High,PUBLIC,NONE,CS,1590,5.5,3.7,"['*UMICH', '*UIUC']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*PRINCETON', '*MIT', '*UMICH', '*UIUC', '*WASHU']",
F,ASIAN,CA,Low,PUBLIC,NONE,NEUROSCIENCE,1390,6,2.5,[],[],[],
F,ASIAN,TX,High,-1,NONE,CS,1500,7.5,8.3,"['*NYU', '*UCD', '*UIUC', '*UT-DALLAS', '*NORTHEASTERN', '*UW MADISON', '*TAMU', '*UCI']",[],"['*CORNELL', '*BERKELEY', '*PRINCETON', '*UIUC', '*UT-AUSTIN']",
M,HISPANIC,NY,Low,PUBLIC,URM,CS,1570,7,9.5,['*MIT'],"['*CMU', '*NYU', '*UVA']","['*HARVARD', '*BROWN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*JOHNS HOPKINS', '*UPENN', '*NORTHEASTERN', '*TUFTS']",
M,WHITE,CA,Low,-1,NONE,CS,1470,7,6.5,"['*USC', '*ARIZONA STATE', '*UCI']",['*UCSD'],"['*HARVARD', '*STANFORD', '*BERKELEY', '*USC']",
M,ASIAN,CA,Low,-1,NONE,-1,1590,6.5,7.5,[],"['*HARVARD', '*BERKELEY', '*DARTMOUTH', '*POMONA', '*WILLIAMS', '*UMICH', '*UCD', '*NORTHEASTERN', '*TUFTS', '*UCI']","['*HARVARD', '*BROWN', '*NORTHWESTERN', '*JOHNS HOPKINS']",
F,ASIAN,UT,Low,PRIVATE,NONE,SOCIAL SCIENCES,1570,-1,2.5,"['*BROWN', '*UNC CHAPEL HILL']",[],"['*YALE', '*BROWN', '*NORTHWESTERN', '*UPENN', '*USC']",
F,ASIAN,CA,High,PUBLIC,NONE,MATH,1580,4.5,6.5,"['*UCLA', '*CMU', '*PURDUE', '*UCSC', '*San Jose State University', '*ARIZONA STATE']","['*BERKELEY', '*UMICH', '*UCD', '*UIUC']","['*COLUMBIA', '*GEORGIA TECH', '*UCI']",
F,ASIAN,-1,Low,INTERNATIONAL,NONE,PSYCH,1400,6.5,4.5,"['*NORTHEASTERN', '*UW MADISON']","['*BERKELEY', '*UCSD', '*EMORY']","['*UCLA', '*YALE', '*CORNELL', '*BERKELEY', '*UPENN', '*EMORY', '*UCD', '*UCI']",
M,ASIAN,CA,High,PUBLIC,LEGACY,ENG,1600,6.5,3.7,"['*UCLA', '*NORTHWESTERN', '*BERKELEY', '*PURDUE', '*NYU', '*USC', '*UCSB', '*BOSTON UNIVERSITY', '*San Jose State University', '*NORTHEASTERN', '*UCI', '*UCM']","['*BROWN', '*COLUMBIA', '*MIT', '*UCD']","['*COLUMBIA', '*CALTECH', '*JOHNS HOPKINS', '*USC']",
M,WHITE,TX,-1,PUBLIC,LEGACY,CS,1430,4.5,6.5,['*TAMU'],[],"['*RICE', '*UT-AUSTIN']",
M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,8.5,7.5,"['*PURDUE', '*UIUC']",[],"['*NORTHWESTERN', '*CORNELL', '*CALTECH', '*PURDUE', '*RICE', '*NYU', '*WASHU', '*UCHICAGO']",
M,ASIAN,TX,High,PUBLIC,NONE,CS,1490,5.5,4.2,"['*PURDUE', '*UT-AUSTIN', '*UT-DALLAS', '*NORTHEASTERN', '*UW MADISON', '*ARIZONA STATE', '*TAMU', '*UCI']","['*UCLA', '*UCSD', '*UIUC']","['*COLUMBIA', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*RICE']",
M,ASIAN,-1,Low,PUBLIC,LGBT,BIO,1480,3.5,3.5,"['*PRINCETON', '*UMICH', '*EMORY', '*RUTGERS', '*NORTHEASTERN']","['*DARTMOUTH', '*CASE WESTERN', '*WASHU']",['*PRINCETON'],
M,ASIAN,FL,Low,LARGE,FIRST-GEN,DESIGN,1500,3.5,6.5,"['*SWARTHMORE', '*UPENN']",['*NORTHWESTERN'],"['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*GEORGIA TECH', '*SWARTHMORE', '*POMONA', '*UPENN', '*EMORY', '*WASHU']",
M,HISPANIC,CA,Middle,PUBLIC,NONE,ENG,1310,2,4.2,['*ARIZONA STATE'],"['*VIRGINIA TECH', '*UVA']","['*UCLA', '*UCSD', '*GEORGIA TECH', '*PURDUE', '*POMONA', '*USC', '*UCD', '*UIUC', '*UT-AUSTIN', '*San Jose State University', '*UCI']",
M,ASIAN,-1,Low,-1,NONE,BUSINESS,1540,0,2.5,['*ARIZONA STATE'],[],"['*HARVARD', '*MIT', '*VANDERBILT', '*NYU', '*EMORY', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']",
M,ASIAN,-1,Low,-1,NONE,BUSINESS,1540,0,2.5,['*ARIZONA STATE'],[],"['*HARVARD', '*MIT', '*VANDERBILT', '*NYU', '*EMORY', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']",
M,ASIAN,CA,High,PUBLIC,NONE,-1,1450,2.5,4.5,"['*BERKELEY', '*UCSB', '*UCD', '*UCSC', '*BOSTON UNIVERSITY']",['*UCLA'],"['*NYU', '*USC', '*UCI']",
M,-1,CA,Low,PUBLIC,NONE,CS,1570,8.5,6.5,"['*GEORGIA TECH', '*CMU', '*PURDUE', '*UCD', '*UCSC', '*ARIZONA STATE', '*UCM']","['*UCLA', '*HARVARD', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*UIUC', '*BOSTON UNIVERSITY', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*MIT', '*USC', '*UCI']",
M,-1,CA,Low,PUBLIC,NONE,CS,1570,8.5,6.8,"['*GEORGIA TECH', '*CMU', '*PURDUE', '*UCD', '*UCSC', '*UCR', '*ARIZONA STATE', '*UCM']","['*UCLA', '*HARVARD', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*UIUC', '*BOSTON UNIVERSITY', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*UCSD', '*MIT', '*USC', '*UCSB', '*UCI']",
M,ASIAN,CA,Low,-1,NONE,CS,1560,7.5,4.2,"['*BERKELEY', '*PURDUE', '*CASE WESTERN', '*UCSB', '*UCD', '*UCSC', '*San Jose State University']","['*UCLA', '*GEORGIA TECH', '*CMU', '*UCI']","['*STANFORD', '*UCSD', '*UIUC']",
M,ASIAN,GA,Low,PRIVATE,NONE,PREMED,1470,7.5,4.7,['*PURDUE'],"['*DUKE', '*EMORY']","['*PRINCETON', '*DARTMOUTH', '*UNC CHAPEL HILL', '*UVA']",
NB,ASIAN,WI,High,PRIVATE,NONE,ENG,1430,5,6.5,[],[],"['*UCLA', '*BROWN', '*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCR', '*FORDHAM', '*CLAREMONT MCKENNA', '*UCI']",
NB,ASIAN,WI,High,PRIVATE,NONE,ENG,1430,6.5,6.5,[],[],"['*UCLA', '*BROWN', '*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCR', '*FORDHAM', '*CLAREMONT MCKENNA', '*UCI']",
M,BLACK,CA,Low,-1,NONE,ENG,1410,6.5,6.5,"['*UPENN', '*UMICH', '*ARIZONA STATE']",[],"['*UCLA', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*NYU', '*EMORY', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']",
F,ASIAN,-1,High,PUBLIC,NONE,CS,1550,4.5,7.5,"['*HARVARD', '*NORTHWESTERN', '*GEORGIA TECH', '*WILLIAMS', '*UMICH', '*TUFTS']","['*BROWN', '*JOHNS HOPKINS', '*NORTHEASTERN', '*UVA']","['*YALE', '*DUKE', '*PRINCETON']",
F,WHITE,IL,Low,PUBLIC,NONE,CS,1400,6.5,7.5,"['*YALE', '*UIUC', '*FORDHAM']",[],['*HARVARD'],
M,ASIAN,-1,High,PUBLIC,NONE,CS,1560,7.5,2.5,"['*UCSD', '*GEORGIA TECH', '*CMU', '*PURDUE', '*NYU', '*UCSB', '*ARIZONA STATE', '*UCI']","['*UCLA', '*CORNELL', '*RICE', '*VANDERBILT']","['*HARVARD', '*YALE', '*BERKELEY', '*DUKE', '*MIT', '*DARTMOUTH', '*UPENN', '*UIUC']",
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,-1,1490,6.5,6.8,"['*BERKELEY', '*San Jose State University']","['*UCD', '*UCSC']","['*UCLA', '*UCSB', '*UIUC']",
F,ASIAN,CO,Low,PUBLIC,NONE,-1,1550,7.5,4.5,"['*UCSD', '*PURDUE', '*USC', '*UIUC']","['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*CMU', '*NORTHEASTERN', '*UCHICAGO']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*UMICH']",
F,ASIAN,VA,High,PUBLIC,NONE,CS,1570,7.5,6.5,"['*VIRGINIA TECH', '*UVA']","['*JOHNS HOPKINS', '*UVA']","['*YALE', '*BROWN', '*CORNELL', '*UPENN']",
